Codigo;Codigo_barras;Nome;Preco_regular;Promocao;Data_termino;Promocao;Estoque;Ativo
5444;;Alho Picado Cordeiro 200G S Sal;42,07062457;;;209;False
5445;;Alho Picado Cordeiro 400G S  Sal;45,1087445;;;63;False
14214;6,06529E+11;Alho Picado Flavors Minas 1Kg S/ Sal;5,901368574;;;303;False
14211;6,06529E+11;Alho Picado Flavors Minas 500G S/ Sal;7,082078895;;;219;False
5446;;Alho Picado Sabor Arte 200G S Sal;9,948023972;;;473;False
5447;;Alho Picado Sabor Arte 400G S Sal;2,571172227;;;259;False
12275;7,89896E+12;Alho Poró;13,06336965;;;317;False
8269;;Alicate Cuticula Mundial Ref 522 Aco;7,83631336;;;213;False
12878;;Alicate De Bico Chato Catuai;7,314289629;;;185;False
12879;;Alicate De Corte Catuai;31,72951888;;;487;False
8273;8273;Alicate Merheje Basic Rosa+Espatula;1,106814529;;;106;False
12836;12836;Alicate Universal Use Util;26,69729713;;;158;False
7183;;Alim Inf Nestle 115G Carne,Leg,Mand;1,487832132;;;156;False
7184;7184;Alim Inf Nestle 115G Leg,Carne;7,043599885;;;415;False
7185;;Alim Inf Nestle 115G Mac,Carne,Leg;6,418994135;;;813;False
7186;;Alim Inf Nestle 115G Peito De Frango, Le;37,13925788;;;865;False
13379;;Alim Inf Nestle 120G Ameixa;24,05132865;;;0;False
7181;;Alim Inf Nestle 120G Banana E Aveia;4,530862746;;;682;False
7187;;Alim Inf Nestle 120G Frutas;24,30976103;;;751;False
13380;;Alim Inf Nestle 170G Fgo Leg;2,667826439;;;353;False
12897;;Alim Passaro Forte 500G Alpiste;0,064966301;;;929;False
12898;12898;Alim Passaro Forte 500G Canario;28,61614302;;;706;False
12899;;Alim Passaro Forte 500G Girasol Graudo;13,57470643;;;491;False
11668;7,89833E+12;Alim Passaro Forte 500G Girasol Miudo;46,88994491;;;644;False
12900;;Alim Passaro Forte 500G Granulada Fina;39,57583385;;;906;False
12907;;Alim Passaro Forte 500G Oleosa C/Frutas;44,09905862;;;443;False
12901;;Alim Passaro Forte 500G Painco;5,591438872;;;131;False
12903;;Alim Passaro Forte 500G Periquitos;0,486927644;;;725;False
12904;7,89833E+12;Alim Passaro Forte 500G Pixarro;74,08242403;;;137;False
12996;;Alim Pedigree 100G Carne;78,02198902;;;874;False
12997;12997;Alim Pedigree 100G Frango;4,43398926;;;291;False
12998;;Alim Pedigree 100G Frango Ao Molho;66,84247091;;;187;False
12999;;Alim Pedigree 280G Patê Carne;1,102606021;;;194;False
13001;;Alim Pedigree 280G Patê Frango;1,589029516;;;109;False
13002;;Alim Pedigree 290G Carne Ao Molho;5,70394195;;;414;False
15338;;Alim Pedigree Filhote 100G Carne Molho;15,05739951;;;272;False
13003;;Alim Pedigree Filhote 100G Sc Fg Ao Molh;21,31170443;;;981;False
15291;7,89627E+12;Alimento KELCAT Úmido Sachê de Frango 85g;0,025733598;;;926;False
